gia_ban,dien_tich,loai_hinh,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,dac_diem,chieu_ngang,chieu_dai,e_Quận Gò Vấp,e_Quận Phú Nhuận
5.89,50.0,0,5,2.0,2.0,2.0,2,6,5.0,10.0,0.0,0.0
7.15,30.5,0,5,4.0,3.0,4.0,4,7,6.5,5.5,0.0,0.0
3.69,24.5,0,5,3.0,2.0,3.0,4,2,4.0,12.0,0.0,0.0
3.2,25.0,0,5,2.0,1.0,2.0,3,7,4.0,6.0,0.0,0.0
5.5,55.0,0,5,2.0,2.0,1.0,3,6,7.0,8.0,0.0,0.0
535.0,500.0,4,5,4.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
2.39,10.0,0,5,2.0,3.0,3.0,3,2,4.0,12.0,0.0,0.0
7.0,54.0,0,1,3.0,3.0,3.0,1,7,7.0,7.7,0.0,0.0
3.9,27.0,0,5,2.0,3.0,2.0,3,6,3.0,9.0,0.0,0.0
16.0,108.0,0,5,10.0,6.0,6.0,4,6,6.0,18.0,0.0,0.0
12.9,66.0,3,5,6.0,3.0,3.0,1,7,5.2,12.0,0.0,0.0
22.5,150.0,0,5,10.0,6.0,5.0,3,7,5.0,30.0,0.0,0.0
10.5,55.0,0,1,5.0,3.0,3.0,1,1,4.0,12.0,0.0,0.0
5.45,60.0,0,5,3.0,2.0,3.0,1,6,4.0,15.0,0.0,0.0
4.35,30.0,0,5,2.0,2.0,1.0,3,7,3.5,8.0,0.0,0.0
9.9,53.0,0,5,10.0,3.0,5.0,4,6,5.0,14.0,0.0,0.0
6.35,55.0,0,5,4.0,3.0,3.0,1,6,4.0,12.0,0.0,0.0
8.3,90.0,0,5,6.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
9.2,86.0,0,5,9.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
9.95,82.0,0,5,8.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.65,60.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
2.85,18.0,0,1,2.0,3.0,1.0,1,2,2.29,6.5,0.0,0.0
7.5,65.0,0,5,4.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
15.5,54.0,3,5,3.0,3.0,3.0,1,2,3.3,16.3,0.0,0.0
3.85,39.0,0,5,2.0,2.0,2.0,3,3,5.0,8.0,0.0,0.0
6.99,46.0,0,5,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
2.55,18.0,0,5,3.0,3.0,3.0,1,2,3.0,6.0,0.0,0.0
5.85,40.0,0,5,4.0,3.0,4.0,1,6,4.0,10.0,0.0,0.0
7.5,47.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
9.99,96.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
7.5,58.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
10.28,60.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
13.9,115.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
6.5,64.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
8.2,54.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
12.599,62.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
7.25,55.0,0,5,3.0,3.0,3.0,1,6,4.0,12.0,0.0,0.0
8.5,57.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
6.5,72.0,0,5,6.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
10.8,60.0,3,5,4.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
16.5,134.0,0,5,4.0,4.0,3.0,1,7,4.0,12.0,0.0,0.0
10.0,78.0,3,5,4.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
4.8,51.0,0,5,4.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
10.99,57.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
7.8,50.0,0,5,4.0,5.0,3.0,1,7,3.5,12.0,0.0,0.0
3.95,18.0,0,1,2.0,2.0,3.0,1,2,3.0,6.0,0.0,0.0
9.2,116.0,0,5,1.0,3.0,3.0,1,1,5.8,20.0,0.0,0.0
6.85,60.0,0,5,3.0,3.0,2.0,1,7,4.7,13.0,0.0,0.0
2.25,50.0,0,5,3.0,1.0,2.0,0,2,5.0,10.0,0.0,0.0
5.5,47.0,0,5,2.0,2.0,2.0,4,2,3.7,13.0,0.0,0.0
9.3,94.0,0,5,10.0,6.0,3.0,2,6,4.3,23.0,0.0,0.0
16.9,75.0,3,5,10.0,6.0,6.0,3,2,4.2,18.0,0.0,0.0
23.0,87.0,0,5,9.0,4.0,6.0,3,7,4.0,22.0,0.0,0.0
5.2,25.0,0,5,2.0,3.0,2.0,4,7,4.0,7.0,0.0,0.0
15.5,80.0,2,5,6.0,5.0,3.0,4,2,4.0,20.0,0.0,0.0
8.3,84.0,0,5,3.0,3.0,2.0,1,2,4.0,12.0,0.0,0.0
7.0,44.0,0,5,3.0,2.0,2.0,2,7,4.5,14.0,0.0,0.0
6.4,44.0,0,5,2.0,2.0,2.0,2,2,4.0,11.0,0.0,0.0
3.95,19.2,0,5,2.0,3.0,3.0,4,7,3.2,6.0,0.0,0.0
2.35,16.0,0,5,2.0,2.0,3.0,4,2,4.0,12.0,0.0,0.0
4.38,32.0,0,5,2.0,2.0,2.0,3,2,4.0,12.0,0.0,0.0
4.7,23.0,0,5,2.0,3.0,3.0,1,7,2.8,12.0,0.0,0.0
4.68,21.0,0,5,2.0,2.0,2.0,3,2,3.8,6.0,0.0,0.0
5.0,40.0,0,5,2.0,2.0,2.0,0,2,4.0,12.0,0.0,0.0
5.45,41.0,0,1,2.0,2.0,3.0,1,7,4.0,12.0,0.0,0.0
7.5,72.0,0,5,3.0,3.0,2.0,2,7,5.1,14.0,0.0,0.0
7.2,60.0,0,5,5.0,5.0,4.0,3,6,5.1,10.0,0.0,0.0
4.5,50.0,0,5,3.0,3.0,3.0,1,6,4.0,12.0,0.0,0.0
5.9,72.0,0,5,9.0,3.0,4.0,2,6,6.6,10.0,0.0,0.0
7.3,50.0,0,5,7.0,6.0,3.0,1,7,4.0,12.0,0.0,0.0
29.0,190.0,4,5,4.0,3.0,3.0,1,7,10.4,12.0,0.0,0.0
4.8,55.0,0,5,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
5.95,32.0,0,5,4.0,3.0,3.0,1,6,3.5,12.0,0.0,0.0
10.2,60.0,0,5,5.0,5.0,3.0,1,7,4.15,12.0,0.0,0.0
7.7,52.0,0,5,3.0,3.0,3.0,1,2,5.8,12.0,0.0,0.0
7.6,43.0,0,5,3.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
7.98,38.0,0,5,3.0,3.0,3.0,1,7,3.5,11.0,0.0,0.0
6.85,60.0,0,5,3.0,3.0,3.0,1,2,5.0,12.0,0.0,0.0
10.0,97.0,0,5,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
7.8,43.0,3,5,4.0,4.0,3.0,3,7,3.5,12.0,0.0,0.0
9.89,90.0,0,5,6.0,4.0,3.0,3,7,5.0,16.0,0.0,0.0
3.55,30.0,0,5,2.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
13.5,70.0,0,5,10.0,6.0,6.0,3,7,4.0,18.0,0.0,0.0
5.0,40.0,0,1,2.0,3.0,3.0,1,6,4.0,12.0,0.0,0.0
8.9,80.0,0,5,3.0,2.0,2.0,2,2,5.0,18.0,0.0,0.0
5.2,52.0,0,5,6.0,6.0,3.0,2,3,3.3,15.0,0.0,0.0
3.8,19.0,3,5,2.0,2.0,3.0,2,2,4.0,12.0,0.0,0.0
7.7,40.0,0,5,4.0,4.0,4.0,2,2,5.2,7.5,0.0,0.0
4.36,62.0,0,5,4.0,3.0,1.0,3,6,6.0,14.0,0.0,0.0
7.5,40.0,0,5,3.0,3.0,5.0,1,2,4.0,10.0,0.0,0.0
6.8,40.0,0,5,5.0,3.0,4.0,3,7,3.6,11.0,0.0,0.0
7.5,52.0,0,5,2.0,2.0,2.0,3,7,3.0,18.0,0.0,0.0
3.7,27.0,0,5,3.0,3.0,3.0,2,7,3.0,9.0,0.0,0.0
8.4,56.0,0,5,1.0,3.0,3.0,1,7,5.6,10.0,0.0,0.0
9.99,100.0,0,5,1.0,3.0,3.0,0,1,4.0,25.0,0.0,0.0
3.999,20.0,0,5,4.0,3.0,4.0,4,7,3.3,6.3,0.0,0.0
8.89,78.0,0,1,2.0,3.0,3.0,1,7,4.3,20.0,0.0,0.0
7.99,75.0,0,5,3.0,3.0,3.0,4,6,5.0,12.0,0.0,0.0
7.9,53.0,0,5,3.0,3.0,2.0,0,7,4.2,13.0,0.0,0.0
5.65,32.0,0,5,3.0,2.0,2.0,2,7,4.0,8.0,0.0,0.0
6.8,60.0,0,5,5.0,5.0,4.0,3,7,4.6,13.0,0.0,0.0
5.95,35.6,0,5,3.0,2.0,3.0,3,2,10.0,3.5,0.0,0.0
11.0,69.0,0,5,5.0,5.0,4.0,3,7,4.5,15.0,0.0,0.0
6.85,57.0,0,5,3.0,3.0,2.0,4,2,4.7,13.0,0.0,0.0
2.89,30.2,0,5,2.0,2.0,3.0,3,2,4.0,12.0,0.0,0.0
12.9,66.0,0,5,5.0,5.0,4.0,0,6,4.0,12.0,0.0,0.0
7.6,43.0,0,5,3.0,2.0,3.0,4,7,3.0,14.5,0.0,0.0
5.45,60.0,0,5,3.0,2.0,2.0,2,2,4.0,15.0,0.0,0.0
6.49,50.0,0,5,2.0,2.0,2.0,2,2,4.0,12.0,0.0,0.0
20.0,168.0,0,5,3.0,3.0,1.0,2,7,9.0,19.0,0.0,0.0
10.0,60.0,0,5,5.0,5.0,5.0,4,7,4.0,15.0,0.0,0.0
7.0,43.0,0,5,3.0,2.0,3.0,3,7,3.0,14.2,0.0,0.0
8.4,105.0,0,5,5.0,5.0,1.0,1,7,4.5,23.0,0.0,0.0
7.6,45.0,0,5,3.0,4.0,3.0,1,7,3.0,14.5,0.0,0.0
5.98,31.0,0,5,3.0,3.0,3.0,3,2,4.0,12.0,0.0,0.0
10.2,52.0,3,5,7.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
12.5,110.0,0,5,4.0,3.0,3.0,1,7,5.6,21.0,0.0,0.0
3.98,20.0,0,5,3.0,3.0,3.0,3,7,4.0,12.0,0.0,0.0
7.6,45.0,0,5,3.0,3.0,3.0,1,7,3.0,12.0,0.0,0.0
3.9,23.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
20.0,130.0,3,1,5.0,6.0,3.0,1,2,5.1,26.0,0.0,0.0
18.5,100.0,0,5,10.0,6.0,3.0,1,2,7.5,15.0,0.0,0.0
6.85,58.0,0,5,3.0,3.0,2.0,4,7,4.7,13.0,0.0,0.0
2.95,15.5,0,5,2.0,1.0,2.0,3,6,3.18,5.0,0.0,0.0
6.5,46.0,0,5,3.0,3.0,2.0,4,2,3.5,13.0,0.0,0.0
3.98,32.0,0,5,2.0,2.0,3.0,1,2,4.0,12.0,0.0,0.0
39.0,68.0,3,5,4.0,4.0,3.0,2,7,4.0,18.0,0.0,0.0
7.6,42.2,0,5,3.0,2.0,3.0,4,7,2.9,15.0,0.0,0.0
4.68,25.0,0,5,2.0,2.0,2.0,3,7,4.0,7.0,0.0,0.0
6.868,35.5,3,5,5.0,3.0,3.0,1,7,3.6,11.0,0.0,0.0
4.68,33.0,0,5,2.0,2.0,2.0,4,7,4.0,12.0,0.0,0.0
23.0,162.0,4,1,3.0,3.0,1.0,1,7,9.0,18.0,0.0,0.0
7.69,39.0,0,5,3.0,4.0,5.0,4,7,5.0,8.0,0.0,0.0
8.4,54.0,0,5,4.0,3.0,3.0,1,7,3.2,12.0,0.0,0.0
6.4,40.0,0,5,3.0,4.0,4.0,3,6,5.0,8.0,0.0,0.0
11.5,64.0,0,5,4.0,3.0,5.0,2,7,4.0,16.0,0.0,0.0
7.0,54.0,0,5,3.0,2.0,2.0,1,7,7.0,8.0,0.0,0.0
11.6,30.0,3,5,2.0,3.0,3.0,2,7,3.0,10.0,0.0,0.0
25.0,131.2,3,5,3.0,3.0,3.0,1,1,4.0,12.0,0.0,0.0
7.85,46.0,0,5,3.0,3.0,3.0,4,6,3.83,11.3,0.0,0.0
6.95,33.0,0,5,3.0,3.0,2.0,4,7,4.6,12.0,0.0,0.0
7.84,45.9,0,5,3.0,3.0,3.0,4,2,4.0,12.0,0.0,0.0
5.88,62.0,0,5,5.0,5.0,5.0,1,7,4.0,12.0,0.0,0.0
4.55,25.0,0,5,2.0,2.0,2.0,4,0,7.8,3.5,0.0,0.0
7.9,51.0,0,5,2.0,2.0,2.0,0,7,3.6,15.0,0.0,0.0
5.5,34.0,0,5,2.0,3.0,2.0,2,7,3.2,11.0,0.0,0.0
26.0,55.0,3,5,4.0,3.0,4.0,1,2,4.0,18.0,0.0,0.0
6.8,44.0,0,5,2.0,3.0,2.0,3,2,3.3,15.0,0.0,0.0
7.95,40.0,0,5,4.0,4.0,4.0,1,7,3.5,11.7,0.0,0.0
6.86,40.0,0,5,5.0,3.0,4.0,1,2,3.6,11.0,0.0,0.0
6.95,33.0,0,5,3.0,3.0,3.0,1,7,4.6,7.0,0.0,0.0
7.9,52.0,0,5,2.0,2.0,2.0,0,7,3.6,14.5,0.0,0.0
3.2,14.0,0,5,2.0,3.0,3.0,1,7,2.6,6.0,0.0,0.0
6.85,58.0,0,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
5.35,40.0,0,5,2.0,2.0,2.0,4,6,4.0,12.0,0.0,0.0
7.9,40.0,0,5,3.0,4.0,4.0,1,7,3.5,11.0,0.0,0.0
7.25,70.0,0,5,3.0,2.0,2.0,0,6,12.0,6.0,0.0,0.0
3.35,21.0,3,5,2.0,2.0,2.0,3,2,4.5,5.0,0.0,0.0
7.8,50.0,0,5,4.0,5.0,4.0,4,7,3.5,13.0,0.0,0.0
3.95,20.0,0,5,2.0,3.0,3.0,4,2,3.2,6.0,0.0,0.0
21.9,120.0,0,5,7.0,5.0,5.0,3,7,6.0,20.0,0.0,0.0
6.2,27.0,0,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
5.8,36.0,0,1,2.0,2.0,3.0,1,2,3.8,12.0,0.0,0.0
7.6,43.0,2,5,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
7.6,43.0,0,5,3.0,2.0,3.0,1,7,3.0,15.0,0.0,0.0
6.5,48.0,0,5,3.0,3.0,2.0,3,6,4.0,12.0,0.0,0.0
6.5,65.0,0,5,4.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
5.7,34.0,0,5,2.0,2.0,2.0,4,7,4.0,12.0,0.0,0.0
5.79,56.0,0,5,3.0,4.0,3.0,3,3,3.5,15.0,0.0,0.0
7.8,50.0,0,5,4.0,5.0,4.0,1,2,3.5,14.0,0.0,0.0
4.85,32.0,0,5,3.0,3.0,4.0,3,2,4.0,12.0,0.0,0.0
5.75,61.0,0,5,2.0,2.0,3.0,2,2,3.4,18.0,0.0,0.0
5.65,35.0,0,5,2.0,2.0,2.0,3,2,3.5,10.0,0.0,0.0
7.0,35.0,0,5,3.0,4.0,4.0,1,7,3.5,10.5,0.0,0.0
12.5,90.0,0,5,4.0,4.0,3.0,1,7,6.7,12.0,0.0,0.0
16.5,77.0,3,5,4.0,5.0,3.0,1,6,4.5,15.0,0.0,0.0
4.36,63.0,0,5,3.0,3.0,3.0,1,6,4.0,12.0,0.0,0.0
12.8,66.3,3,1,5.0,5.0,4.0,1,7,5.2,13.5,0.0,0.0
6.5,50.0,0,5,3.0,3.0,2.0,1,2,3.5,14.0,0.0,0.0
4.98,47.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
3.85,29.0,0,5,2.0,2.0,2.0,3,2,4.0,12.0,0.0,0.0
7.85,50.0,0,5,3.0,3.0,3.0,4,6,4.1,11.5,0.0,0.0
6.2,48.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
6.8,35.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
5.68,27.5,0,5,4.0,3.0,3.0,1,2,3.2,9.2,0.0,0.0
7.85,46.0,0,5,3.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
9.6,65.0,0,5,5.0,2.0,3.0,1,7,4.2,16.0,0.0,0.0
7.85,46.0,0,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.85,58.0,0,5,3.0,3.0,2.0,3,2,4.7,13.0,0.0,0.0
2.95,18.0,0,1,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
7.7,39.0,0,5,3.0,4.0,5.0,3,2,4.0,12.0,0.0,0.0
5.7,35.0,0,5,2.0,2.0,2.0,4,2,3.5,10.0,0.0,0.0
6.9,28.0,0,5,3.0,3.0,3.0,4,7,5.0,6.0,0.0,0.0
8.75,50.0,0,5,4.0,3.0,2.0,1,7,3.8,15.0,0.0,0.0
2.4,13.0,0,5,2.0,3.0,3.0,4,6,3.0,12.0,0.0,0.0
9.9,70.0,0,5,8.0,6.0,4.0,1,7,4.0,17.0,0.0,0.0
4.8,25.0,0,5,2.0,2.0,2.0,4,7,6.0,4.0,0.0,0.0
7.98,35.0,0,5,3.0,4.0,4.0,4,7,3.5,10.5,0.0,0.0
5.0,105.0,0,5,4.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
12.5,115.0,0,5,3.0,2.0,2.0,3,7,5.65,21.0,0.0,0.0
6.49,46.0,0,1,3.0,2.0,1.0,2,7,4.0,11.0,0.0,0.0
14.0,82.5,0,5,10.0,6.0,6.0,3,7,4.65,20.0,0.0,0.0
3.8,24.0,0,5,2.0,2.0,2.0,3,7,4.0,6.0,0.0,0.0
4.5,30.0,3,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.4,41.0,3,1,4.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
7.3,70.0,0,5,4.0,4.0,3.0,3,7,3.5,19.0,0.0,0.0
6.5,41.0,0,5,3.0,4.0,2.0,4,2,3.45,12.0,0.0,0.0
10.9,65.0,0,5,6.0,4.0,5.0,1,7,4.3,15.0,0.0,0.0
13.6,93.0,0,5,5.0,3.0,4.0,3,7,6.0,16.0,0.0,0.0
5.78,64.6,0,5,3.0,3.0,3.0,1,2,3.4,19.0,0.0,0.0
12.49,110.0,0,5,5.0,4.0,2.0,1,7,5.6,21.0,0.0,0.0
3.9,18.0,0,5,2.0,3.0,3.0,4,2,3.0,6.0,0.0,0.0
3.95,25.0,0,1,2.0,3.0,4.0,2,7,5.0,5.0,0.0,0.0
6.9,80.0,0,5,3.0,2.0,3.0,4,7,4.0,12.0,0.0,0.0
10.279,60.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
8.65,83.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
5.5,50.0,0,5,4.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
11.0,86.0,0,5,5.0,2.0,2.0,1,7,6.6,13.0,0.0,0.0
5.35,38.0,0,5,2.0,2.0,2.0,3,2,3.5,12.0,0.0,0.0
8.95,69.0,0,5,2.0,3.0,2.0,4,7,4.0,19.0,0.0,0.0
6.5,46.0,0,5,3.0,3.0,2.0,4,7,3.5,13.0,0.0,0.0
10.5,52.0,0,5,4.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
5.64,33.4,0,5,2.0,2.0,2.0,3,2,4.0,12.0,0.0,0.0
8.75,50.0,3,5,4.0,3.0,3.0,3,2,4.0,15.0,0.0,0.0
6.5,62.0,0,1,2.0,3.0,3.0,1,7,4.1,15.0,0.0,0.0
4.7,24.0,0,5,2.0,2.0,2.0,3,7,4.0,12.0,0.0,0.0
12.49,110.0,0,5,4.0,4.0,2.0,1,7,5.6,21.0,0.0,0.0
6.85,58.0,0,5,3.0,4.0,3.0,4,7,4.7,13.0,0.0,0.0
6.48,59.0,0,5,3.0,2.0,2.0,1,6,4.0,12.0,0.0,0.0
12.0,72.0,0,1,3.0,3.0,3.0,1,7,6.0,12.0,0.0,0.0
6.95,33.0,0,5,3.0,3.0,3.0,4,6,4.0,12.0,0.0,0.0
7.55,38.0,0,5,3.0,4.0,4.0,1,2,4.8,8.0,0.0,0.0
12.5,110.0,0,5,4.0,4.0,2.0,1,7,5.6,21.0,0.0,0.0
11.99,72.0,0,5,4.0,3.0,3.0,1,7,4.0,18.0,0.0,0.0
12.5,110.0,0,5,3.0,3.0,2.0,1,7,5.6,21.0,0.0,0.0
8.7,55.0,0,5,6.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
7.98,32.0,0,5,3.0,4.0,4.0,1,7,3.45,10.2,0.0,0.0
5.35,39.0,0,5,2.0,2.0,2.0,4,2,3.3,12.0,0.0,0.0
7.9,57.0,0,5,2.0,2.0,2.0,3,7,3.8,15.0,0.0,0.0
5.65,31.0,0,5,2.0,2.0,2.0,2,7,4.0,8.0,0.0,0.0
7.0,60.0,0,5,9.0,6.0,4.0,0,7,4.0,15.0,0.0,0.0
12.5,76.2,0,5,5.0,3.0,3.0,3,6,4.0,12.0,0.0,0.0
5.95,34.0,0,1,2.0,3.0,3.0,1,6,3.0,12.0,0.0,0.0
7.5,72.0,0,5,3.0,3.0,3.0,1,2,5.0,14.0,0.0,0.0
13.8,92.0,0,5,3.0,3.0,1.0,3,7,8.0,12.0,0.0,0.0
6.5,41.0,0,5,3.0,3.0,2.0,3,2,4.0,12.0,0.0,0.0
6.5,46.0,0,1,3.0,3.0,3.0,1,2,3.45,12.0,0.0,0.0
8.25,126.0,0,5,6.0,6.0,2.0,3,6,7.5,17.0,0.0,0.0
3.04,17.6,0,5,2.0,2.0,2.0,3,2,4.0,12.0,0.0,0.0
11.0,44.0,3,5,4.0,3.0,3.0,1,2,3.0,14.6,0.0,0.0
17.9,85.0,0,1,7.0,6.0,4.0,1,7,4.2,20.0,0.0,0.0
8.4,56.0,0,5,4.0,5.0,3.0,1,7,3.2,17.5,0.0,0.0
4.5,52.0,0,5,3.0,3.0,3.0,1,2,3.5,15.0,0.0,0.0
6.85,62.0,0,5,3.0,3.0,2.0,1,2,4.7,13.0,0.0,0.0
7.0,72.0,0,5,3.0,2.0,1.0,3,7,5.1,14.0,0.0,0.0
10.0,90.0,0,5,10.0,6.0,5.0,3,2,5.0,18.0,0.0,0.0
5.3,60.0,0,5,7.0,6.0,2.0,1,7,4.0,15.0,0.0,0.0
7.5,63.0,0,5,2.0,3.0,3.0,1,7,4.05,16.0,0.0,0.0
8.0,54.0,0,5,4.0,5.0,3.0,3,7,3.2,17.5,0.0,0.0
4.75,30.0,0,5,2.0,2.0,2.0,1,7,4.0,7.5,0.0,0.0
6.4,30.0,0,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.5,45.5,0,1,3.0,4.0,2.0,1,2,3.5,13.0,0.0,0.0
3.65,21.0,0,5,1.0,2.0,2.0,3,2,3.3,6.5,0.0,0.0
5.5,44.0,0,1,2.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
11.8,90.0,0,5,3.0,5.0,3.0,3,2,4.0,23.0,0.0,0.0
6.85,58.0,0,5,4.0,3.0,3.0,4,2,5.0,13.0,0.0,0.0
3.98,20.0,0,5,2.0,3.0,4.0,2,2,4.0,12.0,0.0,0.0
6.0,33.0,0,5,3.0,3.0,1.0,4,7,4.6,8.0,0.0,0.0
5.6,36.0,0,1,1.0,1.0,3.0,1,7,4.0,12.0,0.0,0.0
4.7,53.0,0,5,3.0,3.0,3.0,3,7,4.0,14.0,0.0,0.0
12.49,110.0,0,5,4.0,4.0,2.0,1,7,5.6,21.0,0.0,0.0
5.25,35.0,0,5,5.0,5.0,3.0,1,6,4.0,12.0,0.0,0.0
6.95,45.0,3,5,3.0,3.0,3.0,1,7,4.0,12.0,0.0,0.0
6.85,60.0,0,5,3.0,3.0,2.0,4,6,4.7,13.0,0.0,0.0
5.4,40.0,0,5,3.0,3.0,3.0,3,2,5.0,8.0,0.0,0.0
5.98,40.0,0,1,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
6.0,60.0,0,5,3.0,3.0,1.0,4,7,4.7,13.0,0.0,0.0
14.999,76.0,0,5,5.0,5.0,2.0,1,7,6.0,16.0,0.0,0.0
7.48,70.0,0,1,4.0,3.0,3.0,1,2,6.0,14.0,0.0,0.0
6.9,32.8,0,5,3.0,3.0,3.0,4,7,4.0,12.0,0.0,0.0
7.98,30.0,0,5,3.0,3.0,3.0,3,7,4.0,12.0,0.0,0.0
5.65,36.0,0,5,2.0,3.0,2.0,3,7,4.0,9.0,0.0,0.0
5.95,36.0,0,5,3.0,2.0,2.0,1,2,9.0,4.0,0.0,0.0
6.5,62.0,0,5,3.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
5.65,34.0,0,5,2.0,3.0,3.0,1,2,4.0,12.0,0.0,0.0
8.0,75.0,0,5,5.0,2.0,1.0,3,2,5.0,15.0,0.0,0.0
6.97,33.0,0,5,3.0,3.0,2.0,4,6,4.6,7.0,0.0,0.0
4.84,25.0,0,5,2.0,2.0,2.0,4,7,4.0,12.0,0.0,0.0
5.98,30.0,0,5,3.0,3.0,3.0,1,2,4.9,6.0,0.0,0.0
6.0,40.0,0,5,3.0,3.0,3.0,4,7,5.0,8.0,0.0,0.0
4.68,30.0,0,5,2.0,2.0,2.0,4,7,3.0,10.0,0.0,0.0
8.7,80.0,3,5,2.0,2.0,3.0,3,6,4.0,20.0,0.0,0.0
9.0,60.0,0,5,4.0,3.0,3.0,1,2,5.0,12.0,0.0,0.0
7.5,35.0,0,5,3.0,3.0,5.0,4,7,4.0,8.0,0.0,0.0
7.6,41.0,0,5,3.0,3.0,3.0,1,6,4.0,12.0,0.0,0.0
1.979,10.0,0,5,2.0,2.0,3.0,3,2,4.0,12.0,0.0,0.0
5.35,40.0,0,5,2.0,2.0,2.0,1,2,3.4,12.0,0.0,0.0
8.4,54.0,0,5,4.0,5.0,3.0,4,7,3.2,17.5,0.0,0.0
4.85,25.0,0,5,2.0,2.0,2.0,4,7,4.3,6.0,0.0,0.0
5.88,62.0,0,5,4.0,4.0,2.0,2,6,3.8,17.0,0.0,0.0
3.98,19.0,0,5,2.0,3.0,3.0,3,2,3.8,5.0,0.0,0.0
9.3,94.0,0,5,10.0,6.0,2.0,3,7,4.3,22.0,0.0,0.0
3.9,36.0,0,5,2.0,2.0,3.0,1,7,4.0,12.0,0.0,0.0
7.55,40.0,0,5,3.0,4.0,4.0,4,7,4.8,8.0,0.0,0.0
6.85,60.0,0,5,4.0,3.0,3.0,1,2,4.7,12.0,0.0,0.0
7.8,28.0,0,1,4.0,3.0,4.0,1,7,4.0,12.0,0.0,0.0
6.99,52.0,0,5,5.0,6.0,3.0,1,6,4.1,12.0,0.0,0.0
5.7,70.0,0,5,3.0,3.0,2.0,2,2,9.0,9.0,0.0,0.0
8.0,63.0,0,5,5.0,4.0,3.0,3,7,5.3,12.0,0.0,0.0
8.0,60.0,0,5,4.0,4.0,4.0,3,7,4.6,13.0,0.0,0.0
8.4,52.67,0,5,4.0,5.0,3.0,1,7,3.2,17.0,0.0,0.0
4.6,42.6,0,5,3.0,2.0,2.0,2,6,3.5,12.0,0.0,0.0
6.85,58.0,0,5,3.0,3.0,2.0,4,2,4.7,13.0,0.0,0.0
5.45,60.0,0,5,3.0,2.0,3.0,1,2,4.0,12.0,0.0,0.0
7.5,32.0,0,5,3.0,3.0,4.0,1,7,4.0,8.0,0.0,0.0
